"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TLR1",21.658186116014,0.656170278287369,0.44087406331066,1.48833948942241,0.136661385735972,0.429691176778479
"TLR6",149.413148215901,0.281080003797497,0.232963263892574,1.20654217794232,0.227608506379365,0.554432107231997
"FAM114A1",662.380182728116,0.0432307617333101,0.129041552188213,0.335014272536462,0.73761431980953,0.899809615636944
"TMEM156",147.884219058793,0.366704211197013,0.191793825982592,1.91197088497675,0.0558799285711696,0.256398519034682
"KLHL5",1038.46084318238,-0.121402611378899,0.130211967803952,-0.932346031062851,0.351157726135101,0.677105140271633
"WDR19",451.075655891761,0.228926357725706,0.192072833659595,1.19187265249299,0.233311182767123,0.560615352058765
"RFC1",1184.98185664479,0.112105452152903,0.181819913074168,0.616574115879006,0.537515671811027,0.806947086252644
"KLB",3.98178382498427,0.937667895081471,1.01017811648966,0.928220360128014,0.353293275222355,NA
"RPL9",8783.84492931984,-0.120076550778258,0.126383155534013,-0.950099325110952,0.342061786110121,0.671367640424279
"LIAS",153.661406047944,0.210250984470181,0.192674818939591,1.09122191279236,0.275175248026628,0.610373733896483
"UGDH",381.165175527274,-0.00194624266507055,0.150806648383989,-0.0129055494961666,0.989703147138104,0.996356613673486
"UGDH-AS1",11.4462967798875,-0.275857718103735,0.550338222166366,-0.501251243313324,0.61619431445083,NA
"SMIM14",477.835141885147,-0.0609061786030823,0.141856641449351,-0.429350208638829,0.667668383109978,0.871404917113552
"SMIM14-DT",6.33777282441124,-0.153121284569865,0.777921655267584,-0.196833811648031,0.843957590814609,NA
"UBE2K",1399.31184932987,0.0925378410423159,0.124069751631739,0.74585335930215,0.455756002532446,0.757625843247739
"PDS5A",2078.46377623592,0.212387260524527,0.177293743292465,1.19793996437975,0.230940389964028,0.558275174192375
"N4BP2",72.1238044130622,0.116320002919555,0.253604122817166,0.458667633741171,0.6464728599732,0.861553708654463
"CHRNA9",592.293472536858,0.028847785495252,0.135948413214878,0.212196559070209,0.831953691083026,0.937590893315265
"RBM47",675.795444638789,-0.176382592237538,0.144263120058267,-1.22264506802777,0.221463783091095,0.546233907353506
"APBB2",456.929295291424,-0.191360709124987,0.140286346183995,-1.36407223033669,0.172544833717417,0.483258083879029
"UCHL1",4.63332026042228,0.0013079844934096,0.897545211154693,0.00145729092769252,0.998837250479751,NA
"LIMCH1",3463.34619901419,-0.137368314737495,0.128718391380022,-1.06720036868652,0.285881366118214,0.61873738891965
"LOC105374423",3.97151016254467,-0.303190612315053,0.908142167264039,-0.33385809319754,0.73848664387742,NA
"LIMCH1-AS1",5.98699302457373,1.15992391034855,0.852553415934339,1.36052930956514,0.173662484385835,NA
"TMEM33",1015.76682076124,-0.0968156736261497,0.125233073006042,-0.773083909084296,0.439472723330561,0.747650444519222
"DCAF4L1",22.5013513033532,1.07410432690758,0.411831904809117,2.60811344231678,0.00910427765317847,0.0808205424130783
"SLC30A9",868.309536388376,0.0887324179907294,0.188576097541517,0.470539051065016,0.637969940982141,0.857564783993074
"ATP8A1",4.67971622813269,-0.425077472893202,0.890765245882609,-0.477204824568584,0.633216275949001,NA
"GUF1",318.883645712622,-0.123466887938186,0.170664570378597,-0.723447682575774,0.469404885404657,0.768333643917395
"GNPDA2",238.053657807867,-0.120179979199804,0.179255546864491,-0.670439388359094,0.502577732648239,0.788761734121297
"COMMD8",183.175389903979,0.410161864476185,0.187383683447081,2.18888783127171,0.0286049937458089,0.171343912537396
"ATP10D",354.909958978419,0.307334512432467,0.162154334011115,1.89532098729721,0.0580498893657626,0.262180364587292
"CORIN",23.8044347650354,1.70736493880309,0.45699347561533,3.73608165084668,0.00018690999933272,0.00427480160292052
"LOC105374444",11.9476505004953,0.931134401440299,0.562731198297187,1.65466994589583,0.0979914666417959,NA
"NFXL1",168.116572224752,0.274466110767874,0.208496832956722,1.31640422003362,0.188038406778318,0.502073214786053
"NIPAL1",28.0109190293826,-0.323982616962076,0.365505057147101,-0.886397084327307,0.375403589818069,0.697228302550548
"TXK",5.68959681972356,1.25389709146454,0.795228136094131,1.57677656832318,0.114846945014542,NA
"TEC",86.4308643422596,0.0773527356644949,0.247604529542958,0.31240436435988,0.754733233958946,0.906619728454229
"LOC105374445",8.26572501717008,0.211073705494743,0.641651990116026,0.32895355854281,0.742190791094245,NA
